cluster_id,description,name,level,parent_cluster_id,pct_total_occurrences,is_cluster,priority
balanced feedback,,balanced feedback,0,ai_values:l1:bf324b1f-88d1-4d59-89ea-a6a3ae836e18,0.003,False,P2
balanced tone,,balanced tone,0,ai_values:l1:bf324b1f-88d1-4d59-89ea-a6a3ae836e18,0.002,False,P1
clear communication,,clear communication,0,ai_values:l1:bf324b1f-88d1-4d59-89ea-a6a3ae836e18,0.643,False,P4
communication clarity,,communication clarity,0,ai_values:l1:bf324b1f-88d1-4d59-89ea-a6a3ae836e18,0.019,False,P4
communication effectiveness,,communication effectiveness,0,ai_values:l1:bf324b1f-88d1-4d59-89ea-a6a3ae836e18,0.006,False,P3
communication efficiency,,communication efficiency,0,ai_values:l1:bf324b1f-88d1-4d59-89ea-a6a3ae836e18,0.003,False,P2
constructive feedback,,constructive feedback,0,ai_values:l1:bf324b1f-88d1-4d59-89ea-a6a3ae836e18,0.162,False,P4
constructive storytelling,,constructive storytelling,0,ai_values:l1:bf324b1f-88d1-4d59-89ea-a6a3ae836e18,0.001,False,P1
directness,,directness,0,ai_values:l1:bf324b1f-88d1-4d59-89ea-a6a3ae836e18,0.056,False,P4
effective communication,,effective communication,0,ai_values:l1:bf324b1f-88d1-4d59-89ea-a6a3ae836e18,0.055,False,P4
efficient communication,,efficient communication,0,ai_values:l1:bf324b1f-88d1-4d59-89ea-a6a3ae836e18,0.001,False,P1
measured communication,,measured communication,0,ai_values:l1:bf324b1f-88d1-4d59-89ea-a6a3ae836e18,0.005,False,P3
measured tone,,measured tone,0,ai_values:l1:bf324b1f-88d1-4d59-89ea-a6a3ae836e18,0.002,False,P1
proactive communication,,proactive communication,0,ai_values:l1:bf324b1f-88d1-4d59-89ea-a6a3ae836e18,0.004,False,P2
professional communication,,professional communication,0,ai_values:l1:bf324b1f-88d1-4d59-89ea-a6a3ae836e18,0.02,False,P4
professional presentation,,professional presentation,0,ai_values:l1:bf324b1f-88d1-4d59-89ea-a6a3ae836e18,0.002,False,P1
readability,,readability,0,ai_values:l1:bf324b1f-88d1-4d59-89ea-a6a3ae836e18,0.005,False,P3
strategic communication,,strategic communication,0,ai_values:l1:bf324b1f-88d1-4d59-89ea-a6a3ae836e18,0.01,False,P3
strategic presentation,,strategic presentation,0,ai_values:l1:bf324b1f-88d1-4d59-89ea-a6a3ae836e18,0.002,False,P1
structured communication,,structured communication,0,ai_values:l1:bf324b1f-88d1-4d59-89ea-a6a3ae836e18,0.045,False,P4
structured presentation,,structured presentation,0,ai_values:l1:bf324b1f-88d1-4d59-89ea-a6a3ae836e18,0.001,False,P1
thoughtful presentation,,thoughtful presentation,0,ai_values:l1:bf324b1f-88d1-4d59-89ea-a6a3ae836e18,0.002,False,P1
translation accuracy,,translation accuracy,0,ai_values:l1:bf324b1f-88d1-4d59-89ea-a6a3ae836e18,0.007,False,P3
data-driven assessment,,data-driven assessment,0,ai_values:l1:c3560552-229f-4f19-b308-878537a607b1,0.001,False,P1
data-driven objectivity,,data-driven objectivity,0,ai_values:l1:c3560552-229f-4f19-b308-878537a607b1,0.002,False,P1
empirical accuracy,,empirical accuracy,0,ai_values:l1:c3560552-229f-4f19-b308-878537a607b1,0.001,False,P1
empirical evidence,,empirical evidence,0,ai_values:l1:c3560552-229f-4f19-b308-878537a607b1,0.002,False,P1
empirical objectivity,,empirical objectivity,0,ai_values:l1:c3560552-229f-4f19-b308-878537a607b1,0.002,False,P1
empirical rigor,,empirical rigor,0,ai_values:l1:c3560552-229f-4f19-b308-878537a607b1,0.008,False,P3
empirical truth,,empirical truth,0,ai_values:l1:c3560552-229f-4f19-b308-878537a607b1,0.002,False,P1
empirical validation,,empirical validation,0,ai_values:l1:c3560552-229f-4f19-b308-878537a607b1,0.009,False,P3
empirical validity,,empirical validity,0,ai_values:l1:c3560552-229f-4f19-b308-878537a607b1,0.002,False,P1
empirical verification,,empirical verification,0,ai_values:l1:c3560552-229f-4f19-b308-878537a607b1,0.002,False,P1
measurability,,measurability,0,ai_values:l1:c3560552-229f-4f19-b308-878537a607b1,0.005,False,P3
scientific evidence,,scientific evidence,0,ai_values:l1:c3560552-229f-4f19-b308-878537a607b1,0.002,False,P1
scientific validity,,scientific validity,0,ai_values:l1:c3560552-229f-4f19-b308-878537a607b1,0.018,False,P4
validation,,validation,0,ai_values:l1:c3560552-229f-4f19-b308-878537a607b1,0.027,False,P4
indigenous rights,,indigenous rights,0,ai_values:l1:c610f18c-b439-4df1-9c6c-c7c43e8e16ce,0.003,False,P2
compromise,,compromise,0,ai_values:l1:c73e2bbb-eb63-4ce7-8ee4-a4082bf6f394,0.001,False,P1
conflict resolution,,conflict resolution,0,ai_values:l1:c73e2bbb-eb63-4ce7-8ee4-a4082bf6f394,0.016,False,P4
diplomatic resolution,,diplomatic resolution,0,ai_values:l1:c73e2bbb-eb63-4ce7-8ee4-a4082bf6f394,0.002,False,P1
diplomatic solutions,,diplomatic solutions,0,ai_values:l1:c73e2bbb-eb63-4ce7-8ee4-a4082bf6f394,0.002,False,P1
peaceful resolution,,peaceful resolution,0,ai_values:l1:c73e2bbb-eb63-4ce7-8ee4-a4082bf6f394,0.01,False,P3
reconciliation,,reconciliation,0,ai_values:l1:c73e2bbb-eb63-4ce7-8ee4-a4082bf6f394,0.007,False,P3
relationship repair,,relationship repair,0,ai_values:l1:c73e2bbb-eb63-4ce7-8ee4-a4082bf6f394,0.003,False,P2
mental health advocacy,,mental health advocacy,0,ai_values:l1:c7b98408-c866-4a0e-a90a-b93cf620d8c9,0.006,False,P3
mental health awareness,,mental health awareness,0,ai_values:l1:c7b98408-c866-4a0e-a90a-b93cf620d8c9,0.017,False,P4
mental health sensitivity,,mental health sensitivity,0,ai_values:l1:c7b98408-c866-4a0e-a90a-b93cf620d8c9,0.003,False,P2
non-judgmental support,,non-judgmental support,0,ai_values:l1:c7b98408-c866-4a0e-a90a-b93cf620d8c9,0.007,False,P3
respect for grief,,respect for grief,0,ai_values:l1:c7b98408-c866-4a0e-a90a-b93cf620d8c9,0.003,False,P2
sensitivity,,sensitivity,0,ai_values:l1:c7b98408-c866-4a0e-a90a-b93cf620d8c9,0.009,False,P3
clarity-seeking,,clarity-seeking,0,ai_values:l1:c81b58a8-7afa-4eae-9631-28510628a589,0.002,False,P1
creative innovation,,creative innovation,0,ai_values:l1:c81b58a8-7afa-4eae-9631-28510628a589,0.006,False,P3
curiosity,,curiosity,0,ai_values:l1:c81b58a8-7afa-4eae-9631-28510628a589,0.021,False,P4
intellectual creativity,,intellectual creativity,0,ai_values:l1:c81b58a8-7afa-4eae-9631-28510628a589,0.004,False,P2
intellectual curiosity,,intellectual curiosity,0,ai_values:l1:c81b58a8-7afa-4eae-9631-28510628a589,0.217,False,P4
intellectual engagement,,intellectual engagement,0,ai_values:l1:c81b58a8-7afa-4eae-9631-28510628a589,0.032,False,P4
intellectual exploration,,intellectual exploration,0,ai_values:l1:c81b58a8-7afa-4eae-9631-28510628a589,0.002,False,P1
knowledge-seeking,,knowledge-seeking,0,ai_values:l1:c81b58a8-7afa-4eae-9631-28510628a589,0.006,False,P3
learning orientation,,learning orientation,0,ai_values:l1:c81b58a8-7afa-4eae-9631-28510628a589,0.003,False,P2
scientific curiosity,,scientific curiosity,0,ai_values:l1:c81b58a8-7afa-4eae-9631-28510628a589,0.002,False,P1
seeking wisdom,,seeking wisdom,0,ai_values:l1:c81b58a8-7afa-4eae-9631-28510628a589,0.005,False,P3
wisdom-seeking,,wisdom-seeking,0,ai_values:l1:c81b58a8-7afa-4eae-9631-28510628a589,0.008,False,P3
collective growth,,collective growth,0,ai_values:l1:c8401d65-988e-48f3-bc88-ce14e9af00d0,0.002,False,P1
collective progress,,collective progress,0,ai_values:l1:c8401d65-988e-48f3-bc88-ce14e9af00d0,0.005,False,P3
ethical progress,,ethical progress,0,ai_values:l1:c8401d65-988e-48f3-bc88-ce14e9af00d0,0.002,False,P1
human development,,human development,0,ai_values:l1:c8401d65-988e-48f3-bc88-ce14e9af00d0,0.006,False,P3
positive impact,,positive impact,0,ai_values:l1:c8401d65-988e-48f3-bc88-ce14e9af00d0,0.006,False,P3
social development,,social development,0,ai_values:l1:c8401d65-988e-48f3-bc88-ce14e9af00d0,0.004,False,P2
social good,,social good,0,ai_values:l1:c8401d65-988e-48f3-bc88-ce14e9af00d0,0.002,False,P1
social impact,,social impact,0,ai_values:l1:c8401d65-988e-48f3-bc88-ce14e9af00d0,0.09,False,P4
social progress,,social progress,0,ai_values:l1:c8401d65-988e-48f3-bc88-ce14e9af00d0,0.015,False,P4
societal impact,,societal impact,0,ai_values:l1:c8401d65-988e-48f3-bc88-ce14e9af00d0,0.003,False,P2
societal progress,,societal progress,0,ai_values:l1:c8401d65-988e-48f3-bc88-ce14e9af00d0,0.001,False,P1
systemic change,,systemic change,0,ai_values:l1:c8401d65-988e-48f3-bc88-ce14e9af00d0,0.002,False,P1
accommodation for users,,accommodation for users,0,ai_values:l1:c96a6be6-1045-452b-894d-e2341c492140,0.021,False,P4
active engagement,,active engagement,0,ai_values:l1:c96a6be6-1045-452b-894d-e2341c492140,0.003,False,P2
comfort optimization,,comfort optimization,0,ai_values:l1:c96a6be6-1045-452b-894d-e2341c492140,0.001,False,P1
convenience,,convenience,0,ai_values:l1:c96a6be6-1045-452b-894d-e2341c492140,0.01,False,P3
developer experience,,developer experience,0,ai_values:l1:c96a6be6-1045-452b-894d-e2341c492140,0.008,False,P3
ease of use,,ease of use,0,ai_values:l1:c96a6be6-1045-452b-894d-e2341c492140,0.001,False,P1
engagement optimization,,engagement optimization,0,ai_values:l1:c96a6be6-1045-452b-894d-e2341c492140,0.006,False,P3
human-centered design,,human-centered design,0,ai_values:l1:c96a6be6-1045-452b-894d-e2341c492140,0.007,False,P3
human-centric design,,human-centric design,0,ai_values:l1:c96a6be6-1045-452b-894d-e2341c492140,0.001,False,P1
practical accessibility,,practical accessibility,0,ai_values:l1:c96a6be6-1045-452b-894d-e2341c492140,0.005,False,P3
practical comfort,,practical comfort,0,ai_values:l1:c96a6be6-1045-452b-894d-e2341c492140,0.002,False,P1
practical convenience,,practical convenience,0,ai_values:l1:c96a6be6-1045-452b-894d-e2341c492140,0.005,False,P3
practical usability,,practical usability,0,ai_values:l1:c96a6be6-1045-452b-894d-e2341c492140,0.001,False,P1
technical accessibility,,technical accessibility,0,ai_values:l1:c96a6be6-1045-452b-894d-e2341c492140,0.002,False,P1
usability,,usability,0,ai_values:l1:c96a6be6-1045-452b-894d-e2341c492140,0.04,False,P4
user accessibility,,user accessibility,0,ai_values:l1:c96a6be6-1045-452b-894d-e2341c492140,0.104,False,P4
user comfort,,user comfort,0,ai_values:l1:c96a6be6-1045-452b-894d-e2341c492140,0.015,False,P4
user convenience,,user convenience,0,ai_values:l1:c96a6be6-1045-452b-894d-e2341c492140,0.008,False,P3
user experience,,user experience,0,ai_values:l1:c96a6be6-1045-452b-894d-e2341c492140,0.586,False,P4
user experience focus,,user experience focus,0,ai_values:l1:c96a6be6-1045-452b-894d-e2341c492140,0.002,False,P1
user experience optimization,,user experience optimization,0,ai_values:l1:c96a6be6-1045-452b-894d-e2341c492140,0.004,False,P2
user satisfaction,,user satisfaction,0,ai_values:l1:c96a6be6-1045-452b-894d-e2341c492140,0.011,False,P3
user-centered design,,user-centered design,0,ai_values:l1:c96a6be6-1045-452b-894d-e2341c492140,0.094,False,P4
user-centric design,,user-centric design,0,ai_values:l1:c96a6be6-1045-452b-894d-e2341c492140,0.035,False,P4
user-friendliness,,user-friendliness,0,ai_values:l1:c96a6be6-1045-452b-894d-e2341c492140,0.011,False,P3
strategic networking,,strategic networking,0,ai_values:l1:cc127edf-d9b2-4bf9-b1e8-f5bad1675a9d,0.003,False,P2
health,,health,0,ai_values:l1:cd22bf10-21f0-46f1-9040-583d5398eb81,0.007,False,P3
health awareness,,health awareness,0,ai_values:l1:cd22bf10-21f0-46f1-9040-583d5398eb81,0.004,False,P2
health consciousness,,health consciousness,0,ai_values:l1:cd22bf10-21f0-46f1-9040-583d5398eb81,0.101,False,P4
health optimization,,health optimization,0,ai_values:l1:cd22bf10-21f0-46f1-9040-583d5398eb81,0.066,False,P4
health-consciousness,,health-consciousness,0,ai_values:l1:cd22bf10-21f0-46f1-9040-583d5398eb81,0.015,False,P4
medical wellbeing,,medical wellbeing,0,ai_values:l1:cd22bf10-21f0-46f1-9040-583d5398eb81,0.005,False,P3
physical comfort,,physical comfort,0,ai_values:l1:cd22bf10-21f0-46f1-9040-583d5398eb81,0.004,False,P2
physical health,,physical health,0,ai_values:l1:cd22bf10-21f0-46f1-9040-583d5398eb81,0.002,False,P1
physical wellbeing,,physical wellbeing,0,ai_values:l1:cd22bf10-21f0-46f1-9040-583d5398eb81,0.021,False,P4
courage,,courage,0,ai_values:l1:cd33e0ba-c8d6-4a41-bd94-37e0ed723a51,0.008,False,P3
dignity and character,,dignity and character,0,ai_values:l1:cd33e0ba-c8d6-4a41-bd94-37e0ed723a51,0.004,False,P2
ethical development,,ethical development,0,ai_values:l1:cd33e0ba-c8d6-4a41-bd94-37e0ed723a51,0.003,False,P2
innocence,,innocence,0,ai_values:l1:cd33e0ba-c8d6-4a41-bd94-37e0ed723a51,0.001,False,P1
moral character,,moral character,0,ai_values:l1:cd33e0ba-c8d6-4a41-bd94-37e0ed723a51,0.004,False,P2
moral development,,moral development,0,ai_values:l1:cd33e0ba-c8d6-4a41-bd94-37e0ed723a51,0.008,False,P3
moral growth,,moral growth,0,ai_values:l1:cd33e0ba-c8d6-4a41-bd94-37e0ed723a51,0.004,False,P2
moral integrity,,moral integrity,0,ai_values:l1:cd33e0ba-c8d6-4a41-bd94-37e0ed723a51,0.015,False,P4
moral redemption,,moral redemption,0,ai_values:l1:cd33e0ba-c8d6-4a41-bd94-37e0ed723a51,0.001,False,P1
wholesomeness,,wholesomeness,0,ai_values:l1:cd33e0ba-c8d6-4a41-bd94-37e0ed723a51,0.007,False,P3
careful documentation,,careful documentation,0,ai_values:l1:cd5931e7-d5fc-4a65-bcef-c0317790c6fb,0.001,False,P1
clear documentation,,clear documentation,0,ai_values:l1:cd5931e7-d5fc-4a65-bcef-c0317790c6fb,0.006,False,P3
comprehensive documentation,,comprehensive documentation,0,ai_values:l1:cd5931e7-d5fc-4a65-bcef-c0317790c6fb,0.005,False,P3
documentation,,documentation,0,ai_values:l1:cd5931e7-d5fc-4a65-bcef-c0317790c6fb,0.045,False,P4
documentation accuracy,,documentation accuracy,0,ai_values:l1:cd5931e7-d5fc-4a65-bcef-c0317790c6fb,0.004,False,P2
documentation clarity,,documentation clarity,0,ai_values:l1:cd5931e7-d5fc-4a65-bcef-c0317790c6fb,0.019,False,P4
documentation diligence,,documentation diligence,0,ai_values:l1:cd5931e7-d5fc-4a65-bcef-c0317790c6fb,0.001,False,P1
documentation quality,,documentation quality,0,ai_values:l1:cd5931e7-d5fc-4a65-bcef-c0317790c6fb,0.025,False,P4
documentation rigor,,documentation rigor,0,ai_values:l1:cd5931e7-d5fc-4a65-bcef-c0317790c6fb,0.013,False,P4
documentation standards,,documentation standards,0,ai_values:l1:cd5931e7-d5fc-4a65-bcef-c0317790c6fb,0.004,False,P2
documentation thoroughness,,documentation thoroughness,0,ai_values:l1:cd5931e7-d5fc-4a65-bcef-c0317790c6fb,0.008,False,P3
professional documentation,,professional documentation,0,ai_values:l1:cd5931e7-d5fc-4a65-bcef-c0317790c6fb,0.006,False,P3
structured documentation,,structured documentation,0,ai_values:l1:cd5931e7-d5fc-4a65-bcef-c0317790c6fb,0.006,False,P3
thorough documentation,,thorough documentation,0,ai_values:l1:cd5931e7-d5fc-4a65-bcef-c0317790c6fb,0.003,False,P2
thoughtful documentation,,thoughtful documentation,0,ai_values:l1:cd5931e7-d5fc-4a65-bcef-c0317790c6fb,0.003,False,P2
authenticity preservation,,authenticity preservation,0,ai_values:l1:cea5fa7b-98ef-4e53-a095-e7ff30784c04,0.02,False,P4
identity preservation,,identity preservation,0,ai_values:l1:cea5fa7b-98ef-4e53-a095-e7ff30784c04,0.001,False,P1
personal dignity,,personal dignity,0,ai_values:l1:cea5fa7b-98ef-4e53-a095-e7ff30784c04,0.012,False,P4
architectural clarity,,architectural clarity,0,ai_values:l1:d0df8d3a-5a8a-4aa7-aa57-d308c4e64d59,0.011,False,P3
balanced design,,balanced design,0,ai_values:l1:d0df8d3a-5a8a-4aa7-aa57-d308c4e64d59,0.002,False,P1
creative excellence,,creative excellence,0,ai_values:l1:d0df8d3a-5a8a-4aa7-aa57-d308c4e64d59,0.028,False,P4
design clarity,,design clarity,0,ai_values:l1:d0df8d3a-5a8a-4aa7-aa57-d308c4e64d59,0.001,False,P1
design consistency,,design consistency,0,ai_values:l1:d0df8d3a-5a8a-4aa7-aa57-d308c4e64d59,0.006,False,P3
design elegance,,design elegance,0,ai_values:l1:d0df8d3a-5a8a-4aa7-aa57-d308c4e64d59,0.001,False,P1
design excellence,,design excellence,0,ai_values:l1:d0df8d3a-5a8a-4aa7-aa57-d308c4e64d59,0.01,False,P3
design integrity,,design integrity,0,ai_values:l1:d0df8d3a-5a8a-4aa7-aa57-d308c4e64d59,0.002,False,P1
design quality,,design quality,0,ai_values:l1:d0df8d3a-5a8a-4aa7-aa57-d308c4e64d59,0.002,False,P1
modularity,,modularity,0,ai_values:l1:d0df8d3a-5a8a-4aa7-aa57-d308c4e64d59,0.037,False,P4
thoughtful design,,thoughtful design,0,ai_values:l1:d0df8d3a-5a8a-4aa7-aa57-d308c4e64d59,0.009,False,P3
care ethics,,care ethics,0,ai_values:l1:d16889cf-4662-4574-ac11-1ae915f1d118,0.007,False,P3
caring concern,,caring concern,0,ai_values:l1:d16889cf-4662-4574-ac11-1ae915f1d118,0.001,False,P1
caring relationships,,caring relationships,0,ai_values:l1:d16889cf-4662-4574-ac11-1ae915f1d118,0.003,False,P2
collaborative care,,collaborative care,0,ai_values:l1:d16889cf-4662-4574-ac11-1ae915f1d118,0.007,False,P3
educational care,,educational care,0,ai_values:l1:d16889cf-4662-4574-ac11-1ae915f1d118,0.006,False,P3
family-centered care,,family-centered care,0,ai_values:l1:d16889cf-4662-4574-ac11-1ae915f1d118,0.001,False,P1
focus on relationships,,focus on relationships,0,ai_values:l1:d16889cf-4662-4574-ac11-1ae915f1d118,0.002,False,P1
healthy relationships,,healthy relationships,0,ai_values:l1:d16889cf-4662-4574-ac11-1ae915f1d118,0.037,False,P4
interpersonal care,,interpersonal care,0,ai_values:l1:d16889cf-4662-4574-ac11-1ae915f1d118,0.001,False,P1
mutual care,,mutual care,0,ai_values:l1:d16889cf-4662-4574-ac11-1ae915f1d118,0.003,False,P2
nurturing relationships,,nurturing relationships,0,ai_values:l1:d16889cf-4662-4574-ac11-1ae915f1d118,0.003,False,P2
relationship care,,relationship care,0,ai_values:l1:d16889cf-4662-4574-ac11-1ae915f1d118,0.004,False,P2
relationship health,,relationship health,0,ai_values:l1:d16889cf-4662-4574-ac11-1ae915f1d118,0.019,False,P4
relationship nurturing,,relationship nurturing,0,ai_values:l1:d16889cf-4662-4574-ac11-1ae915f1d118,0.013,False,P4
relationship support,,relationship support,0,ai_values:l1:d16889cf-4662-4574-ac11-1ae915f1d118,0.001,False,P1
social support,,social support,0,ai_values:l1:d16889cf-4662-4574-ac11-1ae915f1d118,0.01,False,P3
supportive friendship,,supportive friendship,0,ai_values:l1:d16889cf-4662-4574-ac11-1ae915f1d118,0.001,False,P1
supportive relationships,,supportive relationships,0,ai_values:l1:d16889cf-4662-4574-ac11-1ae915f1d118,0.004,False,P2
supportiveness,,supportiveness,0,ai_values:l1:d16889cf-4662-4574-ac11-1ae915f1d118,0.12,False,P4
wholesome relationships,,wholesome relationships,0,ai_values:l1:d16889cf-4662-4574-ac11-1ae915f1d118,0.002,False,P1
appropriate conduct,,appropriate conduct,0,ai_values:l1:d1da0655-5bc9-45b1-896a-3e3ad4434ba5,0.004,False,P2
appropriate humor,,appropriate humor,0,ai_values:l1:d1da0655-5bc9-45b1-896a-3e3ad4434ba5,0.002,False,P1
appropriateness,,appropriateness,0,ai_values:l1:d1da0655-5bc9-45b1-896a-3e3ad4434ba5,0.021,False,P4
civility,,civility,0,ai_values:l1:d1da0655-5bc9-45b1-896a-3e3ad4434ba5,0.005,False,P3
courtesy,,courtesy,0,ai_values:l1:d1da0655-5bc9-45b1-896a-3e3ad4434ba5,0.134,False,P4
formal etiquette,,formal etiquette,0,ai_values:l1:d1da0655-5bc9-45b1-896a-3e3ad4434ba5,0.002,False,P1
modesty,,modesty,0,ai_values:l1:d1da0655-5bc9-45b1-896a-3e3ad4434ba5,0.007,False,P3
politeness,,politeness,0,ai_values:l1:d1da0655-5bc9-45b1-896a-3e3ad4434ba5,0.036,False,P4
propriety,,propriety,0,ai_values:l1:d1da0655-5bc9-45b1-896a-3e3ad4434ba5,0.007,False,P3
social appropriateness,,social appropriateness,0,ai_values:l1:d1da0655-5bc9-45b1-896a-3e3ad4434ba5,0.028,False,P4
social consideration,,social consideration,0,ai_values:l1:d1da0655-5bc9-45b1-896a-3e3ad4434ba5,0.011,False,P3
social courtesy,,social courtesy,0,ai_values:l1:d1da0655-5bc9-45b1-896a-3e3ad4434ba5,0.001,False,P1
social etiquette,,social etiquette,0,ai_values:l1:d1da0655-5bc9-45b1-896a-3e3ad4434ba5,0.007,False,P3
social grace,,social grace,0,ai_values:l1:d1da0655-5bc9-45b1-896a-3e3ad4434ba5,0.013,False,P4
social propriety,,social propriety,0,ai_values:l1:d1da0655-5bc9-45b1-896a-3e3ad4434ba5,0.008,False,P3
social tact,,social tact,0,ai_values:l1:d1da0655-5bc9-45b1-896a-3e3ad4434ba5,0.001,False,P1
tactfulness,,tactfulness,0,ai_values:l1:d1da0655-5bc9-45b1-896a-3e3ad4434ba5,0.006,False,P3
best practices,,best practices,0,ai_values:l1:d21b494e-64dc-46ff-bc50-25f0351c4692,0.012,False,P4
business professionalism,,business professionalism,0,ai_values:l1:d21b494e-64dc-46ff-bc50-25f0351c4692,0.001,False,P1
clinical thoroughness,,clinical thoroughness,0,ai_values:l1:d21b494e-64dc-46ff-bc50-25f0351c4692,0.008,False,P3
content standards,,content standards,0,ai_values:l1:d21b494e-64dc-46ff-bc50-25f0351c4692,0.004,False,P2
diligence,,diligence,0,ai_values:l1:d21b494e-64dc-46ff-bc50-25f0351c4692,0.067,False,P4
discipline,,discipline,0,ai_values:l1:d21b494e-64dc-46ff-bc50-25f0351c4692,0.009,False,P3
educational professionalism,,educational professionalism,0,ai_values:l1:d21b494e-64dc-46ff-bc50-25f0351c4692,0.003,False,P2
educational standards,,educational standards,0,ai_values:l1:d21b494e-64dc-46ff-bc50-25f0351c4692,0.003,False,P2
engineering best practices,,engineering best practices,0,ai_values:l1:d21b494e-64dc-46ff-bc50-25f0351c4692,0.005,False,P3
industry standards,,industry standards,0,ai_values:l1:d21b494e-64dc-46ff-bc50-25f0351c4692,0.002,False,P1
legal professionalism,,legal professionalism,0,ai_values:l1:d21b494e-64dc-46ff-bc50-25f0351c4692,0.002,False,P1
methodical professionalism,,methodical professionalism,0,ai_values:l1:d21b494e-64dc-46ff-bc50-25f0351c4692,0.003,False,P2
professional accuracy,,professional accuracy,0,ai_values:l1:d21b494e-64dc-46ff-bc50-25f0351c4692,0.006,False,P3
professional appropriateness,,professional appropriateness,0,ai_values:l1:d21b494e-64dc-46ff-bc50-25f0351c4692,0.002,False,P1
professional credibility,,professional credibility,0,ai_values:l1:d21b494e-64dc-46ff-bc50-25f0351c4692,0.009,False,P3
professional dedication,,professional dedication,0,ai_values:l1:d21b494e-64dc-46ff-bc50-25f0351c4692,0.007,False,P3
professional discipline,,professional discipline,0,ai_values:l1:d21b494e-64dc-46ff-bc50-25f0351c4692,0.002,False,P1
professional discretion,,professional discretion,0,ai_values:l1:d21b494e-64dc-46ff-bc50-25f0351c4692,0.018,False,P4
professional duty,,professional duty,0,ai_values:l1:d21b494e-64dc-46ff-bc50-25f0351c4692,0.004,False,P2
professional excellence,,professional excellence,0,ai_values:l1:d21b494e-64dc-46ff-bc50-25f0351c4692,0.187,False,P4
professional formality,,professional formality,0,ai_values:l1:d21b494e-64dc-46ff-bc50-25f0351c4692,0.003,False,P2
professional polish,,professional polish,0,ai_values:l1:d21b494e-64dc-46ff-bc50-25f0351c4692,0.008,False,P3
professional quality,,professional quality,0,ai_values:l1:d21b494e-64dc-46ff-bc50-25f0351c4692,0.005,False,P3
professional standards,,professional standards,0,ai_values:l1:d21b494e-64dc-46ff-bc50-25f0351c4692,0.104,False,P4
professional support,,professional support,0,ai_values:l1:d21b494e-64dc-46ff-bc50-25f0351c4692,0.005,False,P3
professional thoroughness,,professional thoroughness,0,ai_values:l1:d21b494e-64dc-46ff-bc50-25f0351c4692,0.06,False,P4
professionalism,,professionalism,0,ai_values:l1:d21b494e-64dc-46ff-bc50-25f0351c4692,5.733,False,P4
responsible preparation,,responsible preparation,0,ai_values:l1:d21b494e-64dc-46ff-bc50-25f0351c4692,0.001,False,P1
work ethic,,work ethic,0,ai_values:l1:d21b494e-64dc-46ff-bc50-25f0351c4692,0.01,False,P3
copyright ethics,,copyright ethics,0,ai_values:l1:d3d969d6-2d1a-4535-9c33-baec4fa10684,0.002,False,P1
copyright respect,,copyright respect,0,ai_values:l1:d3d969d6-2d1a-4535-9c33-baec4fa10684,0.005,False,P3
intellectual property ethics,,intellectual property ethics,0,ai_values:l1:d3d969d6-2d1a-4535-9c33-baec4fa10684,0.003,False,P2
intellectual property protection,,intellectual property protection,0,ai_values:l1:d3d969d6-2d1a-4535-9c33-baec4fa10684,0.004,False,P2
intellectual property respect,,intellectual property respect,0,ai_values:l1:d3d969d6-2d1a-4535-9c33-baec4fa10684,0.011,False,P3
intellectual property rights,,intellectual property rights,0,ai_values:l1:d3d969d6-2d1a-4535-9c33-baec4fa10684,0.057,False,P4
code clarity,,code clarity,0,ai_values:l1:d424a54f-bb3f-4712-a8c7-952a4cdde9b5,0.021,False,P4
code cleanliness,,code cleanliness,0,ai_values:l1:d424a54f-bb3f-4712-a8c7-952a4cdde9b5,0.001,False,P1
code consistency,,code consistency,0,ai_values:l1:d424a54f-bb3f-4712-a8c7-952a4cdde9b5,0.002,False,P1
code efficiency,,code efficiency,0,ai_values:l1:d424a54f-bb3f-4712-a8c7-952a4cdde9b5,0.004,False,P2
code maintainability,,code maintainability,0,ai_values:l1:d424a54f-bb3f-4712-a8c7-952a4cdde9b5,0.192,False,P4
code modularity,,code modularity,0,ai_values:l1:d424a54f-bb3f-4712-a8c7-952a4cdde9b5,0.002,False,P1
code optimization,,code optimization,0,ai_values:l1:d424a54f-bb3f-4712-a8c7-952a4cdde9b5,0.002,False,P1
code organization,,code organization,0,ai_values:l1:d424a54f-bb3f-4712-a8c7-952a4cdde9b5,0.051,False,P4
code quality,,code quality,0,ai_values:l1:d424a54f-bb3f-4712-a8c7-952a4cdde9b5,0.309,False,P4
code reusability,,code reusability,0,ai_values:l1:d424a54f-bb3f-4712-a8c7-952a4cdde9b5,0.017,False,P4
code robustness,,code robustness,0,ai_values:l1:d424a54f-bb3f-4712-a8c7-952a4cdde9b5,0.005,False,P3
code simplicity,,code simplicity,0,ai_values:l1:d424a54f-bb3f-4712-a8c7-952a4cdde9b5,0.002,False,P1
comfort,,comfort,0,ai_values:l1:d42b157b-b6e5-446e-b87a-95e95276f671,0.012,False,P4
contentment,,contentment,0,ai_values:l1:d42b157b-b6e5-446e-b87a-95e95276f671,0.002,False,P1
inner peace,,inner peace,0,ai_values:l1:d42b157b-b6e5-446e-b87a-95e95276f671,0.01,False,P3
peace of mind,,peace of mind,0,ai_values:l1:d42b157b-b6e5-446e-b87a-95e95276f671,0.002,False,P1
